65096742w,http://example.com/heritage/id/65096742w
65130425w,http://example.com/heritage/id/65130425w
66057913w,http://example.com/heritage/id/66057913w
107183452w,http://example.com/heritage/id/107183452w
64763166w,http://example.com/heritage/id/64763166w
98769058w,http://example.com/heritage/id/98769058w
98769058w,http://example.com/heritage/id/98769058w
107482578w,http://example.com/heritage/id/107482578w
65621655w,http://example.com/heritage/id/65621655w
5699w,http://example.com/heritage/id/5699w
5725w,http://example.com/heritage/id/5725w
1070w,http://example.com/heritage/id/1070w
4519w,http://example.com/heritage/id/4519w
4523w,http://example.com/heritage/id/4523w
351w,http://example.com/heritage/id/351w
4522w,http://example.com/heritage/id/4522w
4520w,http://example.com/heritage/id/4520w
20963673w,http://example.com/heritage/id/20963673w
22026170w,http://example.com/heritage/id/22026170w
25379596w,http://example.com/heritage/id/25379596w
25379596w,http://example.com/heritage/id/25379596w
25379596w,http://example.com/heritage/id/25379596w
25933006w,http://example.com/heritage/id/25933006w
52284968w,http://example.com/heritage/id/52284968w
64787456w,http://example.com/heritage/id/64787456w
64787456w,http://example.com/heritage/id/64787456w
8399w,http://example.com/heritage/id/8399w
5908w,http://example.com/heritage/id/5908w
9427w,http://example.com/heritage/id/9427w
5859w,http://example.com/heritage/id/5859w
31347w,http://example.com/heritage/id/31347w
35045w,http://example.com/heritage/id/35045w
23800w,http://example.com/heritage/id/23800w
38095w,http://example.com/heritage/id/38095w
29317w,http://example.com/heritage/id/29317w
44112w,http://example.com/heritage/id/44112w
3936w,http://example.com/heritage/id/3936w
4132w,http://example.com/heritage/id/4132w
3642w,http://example.com/heritage/id/3642w
27960w,http://example.com/heritage/id/27960w
28361w,http://example.com/heritage/id/28361w
9276w,http://example.com/heritage/id/9276w
106934w,http://example.com/heritage/id/106934w
33934w,http://example.com/heritage/id/33934w
9278w,http://example.com/heritage/id/9278w
22720w,http://example.com/heritage/id/22720w
156292w,http://example.com/heritage/id/156292w
162835w,http://example.com/heritage/id/162835w
166479w,http://example.com/heritage/id/166479w
19094w,http://example.com/heritage/id/19094w
131377w,http://example.com/heritage/id/131377w
46069w,http://example.com/heritage/id/46069w
5595w,http://example.com/heritage/id/5595w
5595w,http://example.com/heritage/id/5595w
170047w,http://example.com/heritage/id/170047w
5747w,http://example.com/heritage/id/5747w
7341w,http://example.com/heritage/id/7341w
155727w,http://example.com/heritage/id/155727w
155699w,http://example.com/heritage/id/155699w
156675w,http://example.com/heritage/id/156675w
5724w,http://example.com/heritage/id/5724w
5788w,http://example.com/heritage/id/5788w
43278w,http://example.com/heritage/id/43278w
43278w,http://example.com/heritage/id/43278w
9900w,http://example.com/heritage/id/9900w
192201w,http://example.com/heritage/id/192201w
210610w,http://example.com/heritage/id/210610w
22889w,http://example.com/heritage/id/22889w
43286w,http://example.com/heritage/id/43286w
61750w,http://example.com/heritage/id/61750w
143042w,http://example.com/heritage/id/143042w
153430w,http://example.com/heritage/id/153430w
4527w,http://example.com/heritage/id/4527w
190060w,http://example.com/heritage/id/190060w
191504w,http://example.com/heritage/id/191504w
26732w,http://example.com/heritage/id/26732w
72895w,http://example.com/heritage/id/72895w
122026w,http://example.com/heritage/id/122026w
171857w,http://example.com/heritage/id/171857w
61306w,http://example.com/heritage/id/61306w
237w,http://example.com/heritage/id/237w
9141w,http://example.com/heritage/id/9141w
181427w,http://example.com/heritage/id/181427w
189113w,http://example.com/heritage/id/189113w
174779w,http://example.com/heritage/id/174779w
179046w,http://example.com/heritage/id/179046w
129072w,http://example.com/heritage/id/129072w
129072w,http://example.com/heritage/id/129072w
129072w,http://example.com/heritage/id/129072w
223589w,http://example.com/heritage/id/223589w
230025w,http://example.com/heritage/id/230025w
193325w,http://example.com/heritage/id/193325w
