s,name,country_name
http://example.com/id/20857977m,Heritage Farm Museum and Village,United States of America
http://example.com/id/20857980m,Historical Society of Windham County,United States of America
http://example.com/id/2085825b,Gare de Vaise,France
http://example.com/id/20858352m,Sosa-Carrillo-Fremont House,United States of America
http://example.com/id/20860076m,Ceremonial Hall of the Prague Jewish Burial Society,Czech Republic
http://example.com/id/20861825m,Museum association of Totma,Russia
http://example.com/id/2086756m,Brandweermuseum Wouwse Plantage,Netherlands
http://example.com/id/2087186m,De Timmerwerf,Netherlands
http://example.com/id/2087599m,Koninklijke Rotterdamsche Lloyd Museum,Netherlands
http://example.com/id/2087694b,Zeeburgertunnel,Netherlands
http://example.com/id/2088356b,Monastery of Saint Anthony,Egypt
http://example.com/id/20888634m,Het Nieuwe Instituut,Netherlands
http://example.com/id/20892625m,Käthe Kollwitz Museum,Germany
http://example.com/id/20901153w,Cova del Tabac,Spain
http://example.com/id/20901348b,Pont de Móra d'Ebre,Spain
http://example.com/id/209017b,1 Wall Street,United States of America
http://example.com/id/20907764m,Negotino Town Museum,North Macedonia
http://example.com/id/20913680m,Keuruu Museum,Finland
http://example.com/id/209151b,Folketing,Denmark
http://example.com/id/2092020m,De Holle Roffel,Netherlands
http://example.com/id/2092521b,gare de Viry-Châtillon,France
http://example.com/id/20925673m,Kratovo Clock Tower,North Macedonia
http://example.com/id/20937558m,Northeast Texas Rural Heritage Center and Museum,United States of America
http://example.com/id/2093814m,Kyiv Metro Museum,Ukraine
http://example.com/id/2093830m,Museum of the Book and Printing of Ukraine,Ukraine
http://example.com/id/2093838b,Gravigny – Balizy Station,France
http://example.com/id/20946045b,Lotte Hotel Seoul,South Korea
http://example.com/id/2094962w,Hôpital des pèlerins de Pons,France
http://example.com/id/20949689b,"Parish Church of the Assumption, Qrendi",Malta
http://example.com/id/2095094b,IRT 69th Street,United States of America
http://example.com/id/2095405m,Pinacoteca Nazionale,Italy
http://example.com/id/2095464m,Vizcaya Museum and Gardens,United States of America
http://example.com/id/20962412m,Museum Schokland,Netherlands
http://example.com/id/20963672w,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,Italy
http://example.com/id/20963673w,Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,Turkey
http://example.com/id/2096501b,Dirck Crabethbrug,Netherlands
http://example.com/id/20967649w,Voorstelling bij Vijfhuizen,Netherlands
http://example.com/id/209676b,Arch of Triumph,North Korea
http://example.com/id/20968877m,Comalcalco Site Museum,Mexico
http://example.com/id/20968882m,Panteón del Tepeyac,Mexico
http://example.com/id/20968895m,Motorcycle Museum,Andorra
http://example.com/id/20970631w,Iglesia del Santo Sepulcro,Spain
http://example.com/id/20970639m,Museum Weesp,Netherlands
http://example.com/id/20970911m,Gemeentemuseum Maassluis,Netherlands
http://example.com/id/20971130m,Musée aéronautique et spatial Safran,France
http://example.com/id/20971166m,Crypte des Missions étrangères de Paris,France
http://example.com/id/20971285b,Cathedral of Juli,Peru
http://example.com/id/20971353b,Maison du Maroc,France
http://example.com/id/20971579m,Germany Spy Museum,Germany
http://example.com/id/20971749m,Moulin de la Blies,France
http://example.com/id/20971750m,New Caledonia Museum,France
http://example.com/id/20971751m,Regional museum of prehistoric Corsica and archeologie in Sartène,France
http://example.com/id/20974169b,Publicis Drugstore,France
http://example.com/id/2097842b,place Ducale,France
http://example.com/id/20979832m,Museum de Zwarte Tulp,Netherlands
http://example.com/id/20980944m,Finnish Museum of Horology,Finland
http://example.com/id/2098441m,ARCAM,Netherlands
http://example.com/id/20984984w,Abric del Mas d'en Gran,Spain
http://example.com/id/20984985w,Abric del Mas d'en Carles,Spain
http://example.com/id/20984986w,Abric de la Baridana I,Spain
http://example.com/id/20985659w,Cova de l'Escoda,Spain
http://example.com/id/20985661w,Cova de les Creus,Spain
http://example.com/id/20985663w,Cova del Cogulló,Spain
http://example.com/id/20985665w,Cova del Pi,Spain
http://example.com/id/20985667w,Cova del Taller,Spain
http://example.com/id/20985669w,Cova dels Vilars,Spain
http://example.com/id/20985671w,Les Aparets Coves,Spain
http://example.com/id/20986654b,Clerigos tower,Portugal
http://example.com/id/20987308m,Museo Provincial San Ignacio de Loyola,Argentina
http://example.com/id/20988528m,Tekirdağ Museum of Archaeology and Ethnography,Turkey
http://example.com/id/20988531m,Treaty of Lausanne Monument and Museum,Turkey
http://example.com/id/20989047m,Musée du bois d'Aubonne,Switzerland
http://example.com/id/20990718m,The Transportation Museum at Ystafell,Iceland
http://example.com/id/20991726b,Jiangsu TV Station Building,People's Republic of China
http://example.com/id/2099610m,Museum of Walloon Life,Belgium
http://example.com/id/210022b,Expo 2015,Italy
http://example.com/id/21004657m,Het Depot,Netherlands
http://example.com/id/21006731m,Numismatics Museum Jaime Solera Bennett,Costa Rica
http://example.com/id/21007614b,Tower Palace Two,South Korea
http://example.com/id/21008459b,Maison du Grand-Veneur,France
http://example.com/id/21008785m,Schulmuseum Leipzig,Germany
http://example.com/id/21013553w,Abric de les Llibreres,Spain
http://example.com/id/21013554w,Abric del Mas d'en Ramon d'en Bessó,Spain
http://example.com/id/21013568w,Cova de Cabrafeixet,Spain
http://example.com/id/21014218m,Ryōgoku Fireworks Museum,Japan
http://example.com/id/21014388m,National Museum of American Diplomacy,United States of America
http://example.com/id/2101458b,Five55,Netherlands
http://example.com/id/21015923m,Black Mountain College Museum + Arts Center,United States of America
http://example.com/id/21016003b,Hartford 21,United States of America
http://example.com/id/2101739m,Polizeihistorische Sammlung,Germany
http://example.com/id/21018593b,église Saint-Martin de Mayenne,France
http://example.com/id/21020175m,Museu Felícia Leirner,Brazil
http://example.com/id/21027396m,Musée Mer marine,France
http://example.com/id/21027700b,Isarsteg Nord,Germany
http://example.com/id/21031038b,Maison de l'Argentine,France
http://example.com/id/21031040m,Integral Museum of the Laguna Blanca Biosphere Reserve,Argentina
http://example.com/id/21034047b,église Saint-Urbain de La Garenne-Colombes,France
http://example.com/id/2103446b,museum Pompejanum,Germany
http://example.com/id/2103446m,museum Pompejanum,Germany
http://example.com/id/21034633m,Planétarium de Reims,France
http://example.com/id/21035598m,ZEPHYR – raum für fotografie!,Germany
http://example.com/id/21035601m,Kreismuseum Bad Liebenwerda,Germany
http://example.com/id/21035603m,Gewandhaus Museum Inneringen,Germany
http://example.com/id/21035604m,Bandkeramik-Museum Schwanfeld,Germany
http://example.com/id/21035606m,Museum Lüneburg,Germany
http://example.com/id/21035607m,Artillery Fort of Champex,Switzerland
http://example.com/id/21035615m,GeoPark Porphyrland - Steinreich in Sachsen,Germany
http://example.com/id/21035618m,Barrage position Saint-George,Switzerland
http://example.com/id/21035620m,Agroneum,Germany
http://example.com/id/21035622m,Flohburg,Germany
http://example.com/id/21035626m,Ruthwell Museum,United Kingdom
http://example.com/id/21035627m,Stranraer Museum,United Kingdom
http://example.com/id/21035628m,Uhrenmuseum,Germany
http://example.com/id/21035629m,Museum Weißenfels,Germany
http://example.com/id/21035630m,Städtisches Museum Zirndorf,Germany
http://example.com/id/2103623b,Pont Jacques-Gabriel (Blois),France
http://example.com/id/2103630b,"Pont Henri-IV, Châtellerault",France
http://example.com/id/2103641b,Sidi Rached Viaduct,Algeria
http://example.com/id/2103646b,Pont basculant de la Seyne-sur-Mer,France
http://example.com/id/2103660b,Pont de la Concorde,Canada
http://example.com/id/21036684m,Remember Bhopal Museum,India
http://example.com/id/2103675b,Pont sur la Laye,France
http://example.com/id/2103700b,Edgar Cardoso Bridge,Portugal
http://example.com/id/21037076b,Rathaus Wilhelmshaven,Germany
http://example.com/id/2103710b,Florentino Avidos Bridge (Ponte Seca),Brazil
http://example.com/id/2103718b,Ponte Romana de Alcanede,Portugal
http://example.com/id/21037306b,Rago Viaduct,Italy
http://example.com/id/21037309b,St.-Anna-Brücke,Germany
http://example.com/id/2103761b,Ponte della Maddalena,Italy
http://example.com/id/2103779b,Ponte d'Augusto,Italy
http://example.com/id/21039926m,Schlossstrasse 12/13 (Neustrelitz),Germany
http://example.com/id/2104074m,Museo de Arte Contemporáneo de Castilla y León,Spain
http://example.com/id/21041503b,Pont de la Corde,France
http://example.com/id/2104302m,Museum Scheveningen,Netherlands
http://example.com/id/2104675w,Agave Landscape and Ancient Industrial Facilities of Tequila,Mexico
http://example.com/id/2104856b,Porta Romana,Italy
http://example.com/id/21051959b,Wuxi Bridge,People's Republic of China
http://example.com/id/2105432w,Portuguese Chapel of Albreda,The Gambia
http://example.com/id/2105542m,Porzellanmuseum München,Germany
http://example.com/id/21055582m,Yangzhou Chinese Engraving Museum,People's Republic of China
http://example.com/id/210559b,Oslo Airport,Norway
http://example.com/id/21057237m,Béla Bartók Memorial House,Hungary
http://example.com/id/2105764m,Gentpoort,Belgium
http://example.com/id/21062397m,"The Viktor Wynd Museum of Curiosities, Fine Art & Natural History",United Kingdom
http://example.com/id/2106276b,Postbank-Hochhaus,Germany
http://example.com/id/21065605m,Museo de Zoología Alfonso L. Herrera,Mexico
http://example.com/id/2106652b,Potzberg tower,Germany
http://example.com/id/2106712b,Walkway over the Hudson,United States of America
http://example.com/id/21075728b,Kulm-Tower,Germany
http://example.com/id/21075757b,One PPG Place,United States of America
http://example.com/id/21076028m,Musée Spitzner,France
http://example.com/id/210764b,Nanjing Baguazhou Yangtze River Bridge,People's Republic of China
http://example.com/id/21076934b,Railway bridge Weesp,Netherlands
http://example.com/id/21077208w,Al-Sayyida Nafisa,Egypt
http://example.com/id/21079113b,West India Quay Footbridge,United Kingdom
http://example.com/id/21079392b,"5 rue Geoffroy-Saint-Hilaire, Paris",France
http://example.com/id/21079409b,Viaduc de la rue de l'Aqueduc,France
http://example.com/id/21079423b,Amphithéâtre Verniquet,France
http://example.com/id/21081295w,Balma dels Punts,Spain
http://example.com/id/21081307w,Cova del Ramat,Spain
http://example.com/id/21083258b,Palacio d'Abraxas,France
http://example.com/id/21083400m,Museo Palau Solterra,Spain
http://example.com/id/21083580m,Amerlinghaus (Wien),Austria
http://example.com/id/21088666b,1 MetroTech Center,United States of America
http://example.com/id/21088667b,100 Wall Street,United States of America
http://example.com/id/21088668b,1065 Avenue of the Americas,United States of America
http://example.com/id/21088669b,11 place Adolphe-Chérioux,France
http://example.com/id/21088670b,1155 Avenue of the Americas,United States of America
http://example.com/id/21088671b,P&O Tower,United Kingdom
http://example.com/id/21088672b,1250 Broadway,United States of America
http://example.com/id/21088673b,129 rue des Poissonniers,France
http://example.com/id/21088674b,Immeuble Hennequet,France
http://example.com/id/21088675b,17 bis rue Joseph-de-Maistre,France
http://example.com/id/21088677b,2-10 rue du Ruisseau,France
http://example.com/id/21088678b,20 Fenchurch Street,United Kingdom
http://example.com/id/21088679b,25 avenue de Versailles,France
http://example.com/id/21088680b,26 rue Vavin,France
http://example.com/id/21088681b,34 avenue Matignon,France
http://example.com/id/21088682b,34 rue Pasquier,France
http://example.com/id/21088683b,67 quai d'Orsay,France
http://example.com/id/21088685b,Hôtel du 7 rue Rembrandt,France
http://example.com/id/21088686b,9 rue Fénelon,France
http://example.com/id/21088687b,9 rue Murillo,France
http://example.com/id/21088688b,Air France Headquarters,France
http://example.com/id/21088689b,Galilée,France
http://example.com/id/21088690b,ancien siège de la banque coloniale,France
http://example.com/id/21088691b,église évangélique baptiste de Paris,France
http://example.com/id/21088692b,16 boulevard des Italiens,France
http://example.com/id/21088694b,Bridge of Aspiration,United Kingdom
http://example.com/id/21088696b,California Plaza,United States of America
http://example.com/id/21088698b,85-89 quai André-Citroën,France
http://example.com/id/21088700b,Carrefour Curie,France
http://example.com/id/21088701b,Gymnase Jean-Jaurès,France
http://example.com/id/21088702b,hôtel Colbert de Villacerf,France
http://example.com/id/21088703b,hôtel d'Hozier,France
http://example.com/id/21088704b,hôtel Darlons,France
http://example.com/id/21088705b,hôtel de Cavoye,France
http://example.com/id/21088706b,hôtel de Gourgues,France
http://example.com/id/21088707b,Hôtel de Tessé,France
http://example.com/id/21088732b,Spoorbrug Venlo,Netherlands
http://example.com/id/2109088b,Gare de Palaiseau-Villebon,France
http://example.com/id/2109125m,Museum of Prussia,Germany
http://example.com/id/21093704m,archaeological area of Aquileia,Italy
http://example.com/id/21095232m,Musée d'histoire naturelle de Bayonne,France
http://example.com/id/2109557m,Museum of the history of Prien valley,Germany
http://example.com/id/2109643b,Église Saint-Généroux,France
http://example.com/id/21097902m,Stadtmuseum im Prinz-Max-Palais,Germany
http://example.com/id/2109813b,Kronenburg,Netherlands
http://example.com/id/21098814b,église Saint-Remi de Ceffonds,France
http://example.com/id/21099796m,Musée Claude-Nicolas Ledoux d'Arc-et-Senans,France
http://example.com/id/21104572b,passerelle d'Alfortville,France
http://example.com/id/2110824b,Louis Raemaekersbrug,Netherlands
http://example.com/id/21114973m,Ricardo Rojas' House Museum - Research Institute,Argentina
http://example.com/id/21116907b,pont de Trinquetaille,France
http://example.com/id/2112262m,Progressives Museum,Switzerland
http://example.com/id/21122664b,Agence France-Presse Headquarters,France
http://example.com/id/2112422m,Museum voor Religieuze Kunst,Netherlands
http://example.com/id/211252w,Madinat Al-Zahra,Spain
http://example.com/id/211270b,Hammersmith & City line,United Kingdom
http://example.com/id/211295b,Trajan's Forum,Italy
http://example.com/id/21130227m,Museum of Tanta,Egypt
http://example.com/id/2113572m,Nationaal Vlasserij- Suikermuseum,Netherlands
http://example.com/id/2113730b,Trône tunnel,Belgium
http://example.com/id/2114759w,Pestenacker,Germany
http://example.com/id/21154331b,Maasbrug,Netherlands
http://example.com/id/2115505b,gare de Bièvres,France
http://example.com/id/21156269b,Chapelle de la Vierge (Hindisheim),France
http://example.com/id/211618b,Rungrado 1st of May Stadium,North Korea
http://example.com/id/211734b,"Athens International Airport ""Eleftherios Venizelos""",Greece
http://example.com/id/2117586w,Sant Climent de Taüll,Spain
http://example.com/id/2117657b,Regentessebrug,Netherlands
http://example.com/id/2117962m,Oude Hortus,Netherlands
http://example.com/id/21189874m,Western Spirit: Scottsdale’s Museum of the West,United States of America
http://example.com/id/21190539m,Eight-Point Gallery Cafe,India
http://example.com/id/21190861m,Museum of Parliamentary Life,Jordan
http://example.com/id/2119193b,1166,United States of America
http://example.com/id/21192539m,Grotta della vipera,Italy
http://example.com/id/21193140m,Natural History Center Svilajnac,Serbia
http://example.com/id/2119394m,Museum Vekemans,Netherlands
http://example.com/id/21194453b,Genoa Stock Exchange,Italy
http://example.com/id/21196203m,Bassano del Grappa ceramic museum,Italy
http://example.com/id/21196218m,Museo Remondini,Italy
http://example.com/id/211962w,Trinity Lavra of St. Sergius,Russia
http://example.com/id/2119741b,Palace of Peace and Reconciliation,Kazakhstan
http://example.com/id/21197518m,Museum at Prairiefire,United States of America
http://example.com/id/2119839w,Nuri,Sudan
http://example.com/id/2120789b,Pöppelmannbrücke,Germany
http://example.com/id/21208466b,"Arch of San Lazzaro, Parma",Italy
http://example.com/id/2121036m,Hansenhof,Netherlands
http://example.com/id/212214w,Amalfi Coast,Italy
http://example.com/id/2123210b,Canal de Furnes,Belgium
http://example.com/id/2123210b,Canal de Furnes,France
http://example.com/id/21234704m,Natural History Museum of Alburni,Italy
http://example.com/id/21235258b,Hermannstraße metro station,Germany
http://example.com/id/21235292w,Fondo Tacoli pile-dwelling site,Italy
http://example.com/id/21235310w,Bande di Cavriana pile-dwelling site,Italy
http://example.com/id/2123638m,Kazerne Dossin – Memorial,Belgium
http://example.com/id/21236459b,"St Francis Xavier's Cathedral, Geraldton",Australia
http://example.com/id/21251780m,Museum Judengasse,Germany
http://example.com/id/2125583b,Radetzkybrücke,Austria
http://example.com/id/2125764b,Gare de Morlaix,France
http://example.com/id/2125963b,Marseillan-Plage,France
http://example.com/id/2126503b,Radisson Blu Scandinavia Hotel,Denmark
http://example.com/id/21272767b,Neukölln (Südring) metro station,Germany
http://example.com/id/212831b,20 Exchange Place,United States of America
http://example.com/id/212834b,20 Fenchurch Street,United Kingdom
http://example.com/id/21285786m,Goslarer Museum,Germany
http://example.com/id/21293161b,Schloss Wörlitz,Germany
http://example.com/id/21293191b,Maisons du Moyen Âge,France
http://example.com/id/21293192b,20 North Michigan Avenue,United States of America
http://example.com/id/21293193b,24 rue du Temple,France
http://example.com/id/21293195b,Adur Bridge,United Kingdom
http://example.com/id/21293196b,Alder Creek Bridge,United States of America
http://example.com/id/21293197b,Amstelveen Fire Station,Netherlands
http://example.com/id/21293199b,Arles Roman City Walls,France
http://example.com/id/21293199w,Arles Roman City Walls,France
http://example.com/id/21293202b,Bank of the U.S.,United States of America
http://example.com/id/21293497b,Pont Cornuel,France
http://example.com/id/21293498b,Eglise Notre-Dame,France
http://example.com/id/21293499b,city wall of Sarlat,France
http://example.com/id/21293500b,city wall of Salers,France
http://example.com/id/21294263b,Aéroport d'Orly,France
http://example.com/id/21294427b,Pont ferroviaire de Choisy-le-Roi,France
http://example.com/id/21295176m,Sbeitla Archaeological Museum,Tunisia
http://example.com/id/2130109m,Veluws Museum Nairac,Netherlands
http://example.com/id/2130225m,Museum Rotterdam,Netherlands
http://example.com/id/21309024b,Golden Sail Plaza,People's Republic of China
http://example.com/id/21309029b,Harbour Ring Plaza,People's Republic of China
http://example.com/id/21309032b,maison de la corporation des Orfèvres,France
http://example.com/id/21309036b,Église Saint-Savinien,France
http://example.com/id/21309040b,pont des Invalides,France
http://example.com/id/21309045b,pont de Solférino,France
http://example.com/id/21309049b,pont de l'allée d'Antin,France
http://example.com/id/21309053b,pont de Neuilly,France
http://example.com/id/21309057b,pont de Lacroix-Saint-Ouen,France
http://example.com/id/21309060b,Pushed Slab,France
http://example.com/id/21309065b,Les Saisons,France
http://example.com/id/21309072b,Laurence Tower Apartments,United States of America
http://example.com/id/2130915b,Annemasse railway station,France
http://example.com/id/2131198m,Slot Zuylen,Netherlands
http://example.com/id/2131209b,Kunstlinie Almere Flevoland,Netherlands
http://example.com/id/21323537b,pont du Carrousel,France
http://example.com/id/21323546b,Pont de l'Hêtre,France
http://example.com/id/21323550b,Skyline Mansion,People's Republic of China
http://example.com/id/21323554b,Mirae Asset Tower,People's Republic of China
http://example.com/id/21323557b,Montmartre reservoir,France
http://example.com/id/2132491b,Rathaus Ulm,Germany
http://example.com/id/2132595b,Pankow townhall,Germany
http://example.com/id/2132640b,Rathaus Wetter (Ruhr),Germany
http://example.com/id/21328724m,"Numismatics Museum ""Héctor Carlos Janson""",Argentina
http://example.com/id/21328978m,Peppone e Don Camillo Museum,Italy
http://example.com/id/21328979m,Museo Fisogni,Italy
http://example.com/id/2132965m,Hôtel de Vauluisant,France
http://example.com/id/213322m,Victoria and Albert Museum,United Kingdom
http://example.com/id/21335628m,Salvatore Romano Foundation,Italy
http://example.com/id/2133582m,Rautenstrauch-Joest Museum,Germany
http://example.com/id/2133592b,Brug bij Hasselt,Belgium
http://example.com/id/213439w,University of Virginia,United States of America
http://example.com/id/2135658m,Archeology Museum Stein,Netherlands
http://example.com/id/2135752m,Reckturm,Austria
http://example.com/id/2136628w,Refade,Syria
http://example.com/id/2136815b,reformed church,Switzerland
http://example.com/id/2138184b,Dintelhaven Road Bridge,Netherlands
http://example.com/id/2138414m,Alsfeld City Museum,Germany
http://example.com/id/2138420m,Igreja de Santo Amaro,Portugal
http://example.com/id/2139008m,Rehoboth Museum,Namibia
http://example.com/id/2139193b,Reichenbacher Turm,Germany
http://example.com/id/2139956b,Tintenpalast,Namibia
http://example.com/id/2140013b,La Sagrera-Meridiana station,Spain
http://example.com/id/2140134b,Tervuren tunnel,Belgium
http://example.com/id/21401857b,International Gem Tower,United States of America
http://example.com/id/21401858b,pont Louis-Philippe,France
http://example.com/id/21401859b,Lucerne Apartments,United States of America
http://example.com/id/21401860b,Redbridge Town Hall,United Kingdom
http://example.com/id/21402642h,18 Gramercy Park,United States of America
http://example.com/id/2141411h,Hilton Bandung,Indonesia
http://example.com/id/21427009b,building of the Savings Bank of Bordeaux,France
http://example.com/id/21427055b,Château du Bourg-Saint-Léonard,France
http://example.com/id/2142750m,Museum of Religions,Germany
http://example.com/id/21428044b,Théâtre Municipal,France
http://example.com/id/2143101w,San José de Chiquitos,Bolivia
http://example.com/id/2143564b,Mouchard railway station,France
http://example.com/id/2144884m,Nationaal Glasmuseum,Netherlands
http://example.com/id/2144965b,Noisy-le-Sec,France
http://example.com/id/2145005w,Temple of Rome and Augustus,Greece
http://example.com/id/21451689b,"Ancienne chapelle des Annonciades, Pontarlier",France
http://example.com/id/21457498b,Fredensbro,Denmark
http://example.com/id/2145812b,The World Centre,Philippines
http://example.com/id/2146288w,Historic downtown of Mexico City,Mexico
http://example.com/id/2146404m,Nationaal Reddingmuseum Dorus Rijkers,Netherlands
http://example.com/id/21468226w,Private Dacha,Russia
http://example.com/id/2147036w,Historic Inner City of Paramaribo,Suriname
http://example.com/id/2147196m,Reynolds-Alberta Museum,Canada
http://example.com/id/21472881m,State Museum of Victims of  Repression in Tashkent,Uzbekistan
http://example.com/id/2147462b,Voerde Rhine power line crossing,Germany
http://example.com/id/2147480m,Rhein-Museum Koblenz,Germany
http://example.com/id/2147495b,Rhein-Ruhr-Halle,Germany
http://example.com/id/21475238b,Railway Bridge Twente canal,Netherlands
http://example.com/id/2147590b,Rheinbrücke Feuerthalen,Switzerland
http://example.com/id/2147594b,Gernsheim Bridge,Germany
http://example.com/id/21476469m,Vaasa City Museums,Finland
http://example.com/id/2147828m,Rheinisches Eisenkunstguss-Museum,Germany
http://example.com/id/2147862b,Rheinknie Bridge,Germany
http://example.com/id/2147872m,Feuerwehrmuseum Hermeskeil,Germany
http://example.com/id/2148163m,Fondation Folon,Belgium
http://example.com/id/21481650m,Écomusée de la combe de Savoie,France
http://example.com/id/214855b,Bank of China Tower,People's Republic of China
http://example.com/id/21485963b,Central oil deposit (Czech Republic),Czech Republic
http://example.com/id/214861b,Hartsfield–Jackson Atlanta International Airport,United States of America
http://example.com/id/2148825b,gare de Maisse,France
http://example.com/id/2148895b,Richard Strauss tunnel,Germany
http://example.com/id/2148924m,Richard-Wagner-Stätten Graupa,Germany
http://example.com/id/2149205m,Vlaams Tram- en Autobusmuseum,Belgium
http://example.com/id/21493300b,Jutphase bridge,Netherlands
http://example.com/id/21500144b,Ancien pont de la Tournelle,France
http://example.com/id/21500799m,Cyprus Wine Museum,Cyprus
http://example.com/id/21503700m,Sonnenwelt Großschönau,Austria
http://example.com/id/2151156b,Gare de Seugy,France
http://example.com/id/21515108w,former convent of Saint Michael the Archangel,Mexico
http://example.com/id/2152030m,Riedenburgkaserne,Austria
http://example.com/id/21521452m,No. 1 Royal Crescent,United Kingdom
http://example.com/id/21521631m,The Finnish Museum of Games,Finland
http://example.com/id/2152299b,Riesbergtunnel,Germany
http://example.com/id/21523392m,Musée départemental des sapeurs-pompiers de l'Orne,France
http://example.com/id/21530493b,Dnieper Hydroelectric Dam,Ukraine
http://example.com/id/21532003h,Radisson Blu Hotel in Bamako,Mali
http://example.com/id/21532053m,Museum Innviertler Volkskundehaus,Austria
http://example.com/id/2153365m,Zeeuws Museum,Netherlands
http://example.com/id/2153812m,Huis Verwolde,Netherlands
http://example.com/id/21541565m,Musée du Bailliage,France
http://example.com/id/21541621m,Jean Aicard-Paulin Bertrand Museum,France
http://example.com/id/21541632m,"Musée des Phares et Balises (Ouessant Island, France)",France
http://example.com/id/21541688m,Musée Jean-Calvin,France
http://example.com/id/21541701m,Musée du cartonnage et de l'imprimerie,France
http://example.com/id/21541702m,Musée d'Uzès,France
http://example.com/id/215423b,Saint Isaac's Cathedral,Russia
http://example.com/id/215423m,Saint Isaac's Cathedral,Russia
http://example.com/id/2154295m,Kharkhorum Museum,Mongolia
http://example.com/id/2154396b,Church of the Intercession at Fili,Russia
http://example.com/id/21548874b,Borough Market Viaduct,United Kingdom
http://example.com/id/21548877b,Boulevard périphérique nord de Lyon,France
http://example.com/id/21548880b,Camarasa Dam,Spain
http://example.com/id/21548883b,Capital Garage,United States of America
http://example.com/id/21548886b,Tram stop Centraal Station,Netherlands
http://example.com/id/21548889b,Passerelle de l'Axe Majeur,France
http://example.com/id/21548892b,Chalifert Viaduct,France
http://example.com/id/21548895b,Charvaux Footbridge,France
http://example.com/id/21548897b,Cinema Bologna,Italy
http://example.com/id/21548900b,Clichy Metro Bridge,France
http://example.com/id/21548903b,Clouds of the Great Arch of La Défense,France
http://example.com/id/21548906b,Eglise des Saints-Innocents,France
http://example.com/id/21548909b,Eprunes Toll Gate,France
http://example.com/id/21548912b,Farnborough Wind Tunnel No. 1,United Kingdom
http://example.com/id/21548915b,Farnborough Wind Tunnel No. 2,United Kingdom
http://example.com/id/21548918b,Farnborough Wind Tunnel No. 3,United Kingdom
http://example.com/id/21548921b,Fulerum Water Tower,Germany
http://example.com/id/21548924b,Green Hill Tower,United States of America
http://example.com/id/21548930b,Hartford Plaza North,United States of America
http://example.com/id/21548932b,HBM André-Messager-Emile-Blémont Buildings,France
http://example.com/id/21548936b,Helix Bridge,United Kingdom
http://example.com/id/21548939b,Highpoint Condominiums,United States of America
http://example.com/id/21548942b,Hoberg & Driesch Headquarters & Warehouse,Germany
http://example.com/id/21548945b,Höhbeck Observation Tower,Germany
http://example.com/id/21548948b,Hôtel Quai de Seine,France
http://example.com/id/21548952b,Immeuble Les Miroirs,France
http://example.com/id/21548954b,J Condo,United States of America
http://example.com/id/21548957b,La Boucle Loop Tunnel,France
http://example.com/id/21548960b,La France,France
http://example.com/id/21548966b,Landmarke Lausitzer Seenland,Germany
http://example.com/id/21548969b,Le Monator,Monaco
http://example.com/id/21548972b,Lechbrücke Gersthofen,Germany
http://example.com/id/21548974b,Les Pavillons des Merveilles,Monaco
http://example.com/id/21548977b,Lujiazui Ring Road Circular Footbridge,People's Republic of China
http://example.com/id/21548984b,Main-Neckar Bridge,Germany
http://example.com/id/21548987b,Malakoff Médéric Headquarters,France
http://example.com/id/21548990b,Mataro Footbridge,France
http://example.com/id/21548992b,Mazet Dormitories and Dining Hall,France
http://example.com/id/21548996b,Metro Line 2 Viaduct,France
http://example.com/id/21548999b,Métropole 19,France
http://example.com/id/21549008b,Montmartre-aux-Artistes,France
http://example.com/id/21549013b,Ney Warehouse,France
http://example.com/id/21549016b,"Office Building 121, avenue de France",France
http://example.com/id/21549019b,ORBI-Tower,Austria
http://example.com/id/21549022b,Ornano 43,France
http://example.com/id/21549025b,Parc de la Villette Footbridge (I),France
http://example.com/id/21549031b,Passerelle Alsace,France
http://example.com/id/21549036b,Passerelle de Bondy,France
http://example.com/id/21549039b,Passerelle de l'Hôtel de Ville,France
http://example.com/id/21549045b,Passerelle des Bouvets,France
http://example.com/id/21549049b,Passerelle des Ecoles,France
http://example.com/id/21549051b,Passerelle des Jardins Perdus,France
http://example.com/id/21549054b,Passerelle des Vignes,France
http://example.com/id/21549056b,Passerelle du Port de Pantin,France
http://example.com/id/21549059b,Passerelle du Triangle de l'Arche,France
http://example.com/id/21549062b,Impératrice Skyway,France
http://example.com/id/21549065b,Passerelle sur la Rue Montgallet,France
http://example.com/id/21549068b,Passerelle Thiers,France
http://example.com/id/21549071b,Passerelle Tour Granite,France
http://example.com/id/21549074b,Passy Footbridge,France
http://example.com/id/21549077b,Pavillon de la Reine,France
http://example.com/id/21549079b,Charles-Hochart Bridge,France
http://example.com/id/21549082b,Pont de Beaumont-sur-Oise,France
http://example.com/id/21549088b,pont de l'Europe,France
http://example.com/id/21549091b,Pont des Anglais,France
http://example.com/id/21549093b,Pont des Oiseaux,France
http://example.com/id/21549096b,Pont-Sainte-Maxence Bridge,France
http://example.com/id/21549099b,Poplar Station High-Level Walkway,United Kingdom
http://example.com/id/21549102b,Prettyboy Dam,United States of America
http://example.com/id/21549106b,Prieuré Sainte-Bathilde-des-Bénédictines-Missionnaires,France
http://example.com/id/21549108b,Pullman Paris La Défense,France
http://example.com/id/21549129b,Raymond Dam,United States of America
