212,http://www.wikidata.org/entity/Q212,Succeeded
214,http://www.wikidata.org/entity/Q214,Succeeded
685,http://www.wikidata.org/entity/Q685,Succeeded
683,http://www.wikidata.org/entity/Q683,Succeeded
691,http://www.wikidata.org/entity/Q691,Succeeded
217,http://www.wikidata.org/entity/Q217,Succeeded
697,http://www.wikidata.org/entity/Q697,Succeeded
222,http://www.wikidata.org/entity/Q222,Succeeded
709,http://www.wikidata.org/entity/Q709,Succeeded
712,http://www.wikidata.org/entity/Q712,Succeeded
224,http://www.wikidata.org/entity/Q224,Succeeded
730,http://www.wikidata.org/entity/Q730,Succeeded
733,http://www.wikidata.org/entity/Q733,Succeeded
227,http://www.wikidata.org/entity/Q227,Succeeded
734,http://www.wikidata.org/entity/Q734,Succeeded
736,http://www.wikidata.org/entity/Q736,Succeeded
739,http://www.wikidata.org/entity/Q739,Succeeded
228,http://www.wikidata.org/entity/Q228,Succeeded
233,http://www.wikidata.org/entity/Q233,Succeeded
235,http://www.wikidata.org/entity/Q235,Succeeded
774,http://www.wikidata.org/entity/Q774,Succeeded
766,http://www.wikidata.org/entity/Q766,Succeeded
236,http://www.wikidata.org/entity/Q236,Succeeded
241,http://www.wikidata.org/entity/Q241,Succeeded
792,http://www.wikidata.org/entity/Q792,Succeeded
252,http://www.wikidata.org/entity/Q252,Succeeded
796,http://www.wikidata.org/entity/Q796,Succeeded
810,http://www.wikidata.org/entity/Q810,Succeeded
811,http://www.wikidata.org/entity/Q811,Succeeded
262,http://www.wikidata.org/entity/Q262,Succeeded
265,http://www.wikidata.org/entity/Q265,Succeeded
813,http://www.wikidata.org/entity/Q813,Succeeded
817,http://www.wikidata.org/entity/Q817,Succeeded
298,http://www.wikidata.org/entity/Q298,Succeeded
826,http://www.wikidata.org/entity/Q826,Succeeded
347,http://www.wikidata.org/entity/Q347,Succeeded
833,http://www.wikidata.org/entity/Q833,Succeeded
836,http://www.wikidata.org/entity/Q836,Succeeded
398,http://www.wikidata.org/entity/Q398,Succeeded
837,http://www.wikidata.org/entity/Q837,Succeeded
399,http://www.wikidata.org/entity/Q399,Succeeded
843,http://www.wikidata.org/entity/Q843,Succeeded
403,http://www.wikidata.org/entity/Q403,Succeeded
851,http://www.wikidata.org/entity/Q851,Succeeded
874,http://www.wikidata.org/entity/Q874,Succeeded
854,http://www.wikidata.org/entity/Q854,Succeeded
408,http://www.wikidata.org/entity/Q408,Succeeded
881,http://www.wikidata.org/entity/Q881,Succeeded
917,http://www.wikidata.org/entity/Q917,Succeeded
574,http://www.wikidata.org/entity/Q574,Succeeded
419,http://www.wikidata.org/entity/Q419,Succeeded
921,http://www.wikidata.org/entity/Q921,Succeeded
414,http://www.wikidata.org/entity/Q414,Succeeded
924,http://www.wikidata.org/entity/Q924,Succeeded
664,http://www.wikidata.org/entity/Q664,Succeeded
928,http://www.wikidata.org/entity/Q928,Succeeded
948,http://www.wikidata.org/entity/Q948,Succeeded
668,http://www.wikidata.org/entity/Q668,Succeeded
686,http://www.wikidata.org/entity/Q686,Succeeded
953,http://www.wikidata.org/entity/Q953,Succeeded
710,http://www.wikidata.org/entity/Q710,Succeeded
958,http://www.wikidata.org/entity/Q958,Succeeded
963,http://www.wikidata.org/entity/Q963,Succeeded
711,http://www.wikidata.org/entity/Q711,Succeeded
717,http://www.wikidata.org/entity/Q717,Succeeded
965,http://www.wikidata.org/entity/Q965,Succeeded
750,http://www.wikidata.org/entity/Q750,Succeeded
967,http://www.wikidata.org/entity/Q967,Succeeded
983,http://www.wikidata.org/entity/Q983,Succeeded
1006,http://www.wikidata.org/entity/Q1006,Succeeded
760,http://www.wikidata.org/entity/Q760,Succeeded
1008,http://www.wikidata.org/entity/Q1008,Succeeded
769,http://www.wikidata.org/entity/Q769,Succeeded
1009,http://www.wikidata.org/entity/Q1009,Succeeded
1011,http://www.wikidata.org/entity/Q1011,Succeeded
1013,http://www.wikidata.org/entity/Q1013,Succeeded
783,http://www.wikidata.org/entity/Q783,Succeeded
1020,http://www.wikidata.org/entity/Q1020,Succeeded
1025,http://www.wikidata.org/entity/Q1025,Succeeded
784,http://www.wikidata.org/entity/Q784,Succeeded
786,http://www.wikidata.org/entity/Q786,Succeeded
790,http://www.wikidata.org/entity/Q790,Succeeded
1027,http://www.wikidata.org/entity/Q1027,Succeeded
800,http://www.wikidata.org/entity/Q800,Succeeded
1036,http://www.wikidata.org/entity/Q1036,Succeeded
1030,http://www.wikidata.org/entity/Q1030,Succeeded
794,http://www.wikidata.org/entity/Q794,Succeeded
1037,http://www.wikidata.org/entity/Q1037,Succeeded
801,http://www.wikidata.org/entity/Q801,Succeeded
1041,http://www.wikidata.org/entity/Q1041,Succeeded
804,http://www.wikidata.org/entity/Q804,Succeeded
1045,http://www.wikidata.org/entity/Q1045,Succeeded
805,http://www.wikidata.org/entity/Q805,Succeeded
1050,http://www.wikidata.org/entity/Q1050,Succeeded
842,http://www.wikidata.org/entity/Q842,Succeeded
819,http://www.wikidata.org/entity/Q819,Succeeded
846,http://www.wikidata.org/entity/Q846,Succeeded
858,http://www.wikidata.org/entity/Q858,Succeeded
869,http://www.wikidata.org/entity/Q869,Succeeded
878,http://www.wikidata.org/entity/Q878,Succeeded
884,http://www.wikidata.org/entity/Q884,Succeeded
889,http://www.wikidata.org/entity/Q889,Succeeded
902,http://www.wikidata.org/entity/Q902,Succeeded
912,http://www.wikidata.org/entity/Q912,Succeeded
916,http://www.wikidata.org/entity/Q916,Succeeded
929,http://www.wikidata.org/entity/Q929,Succeeded
945,http://www.wikidata.org/entity/Q945,Succeeded
962,http://www.wikidata.org/entity/Q962,Succeeded
970,http://www.wikidata.org/entity/Q970,Succeeded
977,http://www.wikidata.org/entity/Q977,Succeeded
986,http://www.wikidata.org/entity/Q986,Succeeded
1000,http://www.wikidata.org/entity/Q1000,Succeeded
1007,http://www.wikidata.org/entity/Q1007,Succeeded
1014,http://www.wikidata.org/entity/Q1014,Succeeded
1016,http://www.wikidata.org/entity/Q1016,Succeeded
1032,http://www.wikidata.org/entity/Q1032,Succeeded
1033,http://www.wikidata.org/entity/Q1033,Succeeded
1042,http://www.wikidata.org/entity/Q1042,Succeeded
1044,http://www.wikidata.org/entity/Q1044,Succeeded
1049,http://www.wikidata.org/entity/Q1049,Succeeded
22890,http://www.wikidata.org/entity/Q22890,Succeeded
