17,http://www.wikidata.org/entity/Q17,Succeeded
16,http://www.wikidata.org/entity/Q16,Succeeded
29,http://www.wikidata.org/entity/Q29,Succeeded
20,http://www.wikidata.org/entity/Q20,Succeeded
28,http://www.wikidata.org/entity/Q28,Succeeded
35,http://www.wikidata.org/entity/Q35,Succeeded
32,http://www.wikidata.org/entity/Q32,Succeeded
33,http://www.wikidata.org/entity/Q33,Succeeded
43,http://www.wikidata.org/entity/Q43,Succeeded
31,http://www.wikidata.org/entity/Q31,Succeeded
34,http://www.wikidata.org/entity/Q34,Succeeded
36,http://www.wikidata.org/entity/Q36,Succeeded
114,http://www.wikidata.org/entity/Q114,Succeeded
115,http://www.wikidata.org/entity/Q115,Succeeded
37,http://www.wikidata.org/entity/Q37,Succeeded
38,http://www.wikidata.org/entity/Q38,Succeeded
39,http://www.wikidata.org/entity/Q39,Succeeded
189,http://www.wikidata.org/entity/Q189,Succeeded
117,http://www.wikidata.org/entity/Q117,Succeeded
45,http://www.wikidata.org/entity/Q45,Succeeded
40,http://www.wikidata.org/entity/Q40,Succeeded
213,http://www.wikidata.org/entity/Q213,Succeeded
191,http://www.wikidata.org/entity/Q191,Succeeded
215,http://www.wikidata.org/entity/Q215,Succeeded
55,http://www.wikidata.org/entity/Q55,Succeeded
218,http://www.wikidata.org/entity/Q218,Succeeded
77,http://www.wikidata.org/entity/Q77,Succeeded
219,http://www.wikidata.org/entity/Q219,Succeeded
221,http://www.wikidata.org/entity/Q221,Succeeded
79,http://www.wikidata.org/entity/Q79,Succeeded
96,http://www.wikidata.org/entity/Q96,Succeeded
142,http://www.wikidata.org/entity/Q142,Succeeded
232,http://www.wikidata.org/entity/Q232,Succeeded
145,http://www.wikidata.org/entity/Q145,Succeeded
238,http://www.wikidata.org/entity/Q238,Succeeded
155,http://www.wikidata.org/entity/Q155,Succeeded
244,http://www.wikidata.org/entity/Q244,Succeeded
258,http://www.wikidata.org/entity/Q258,Succeeded
334,http://www.wikidata.org/entity/Q334,Succeeded
183,http://www.wikidata.org/entity/Q183,Succeeded
159,http://www.wikidata.org/entity/Q159,Succeeded
423,http://www.wikidata.org/entity/Q423,Succeeded
184,http://www.wikidata.org/entity/Q184,Succeeded
424,http://www.wikidata.org/entity/Q424,Succeeded
657,http://www.wikidata.org/entity/Q657,Succeeded
672,http://www.wikidata.org/entity/Q672,Succeeded
211,http://www.wikidata.org/entity/Q211,Succeeded
