451m,http://www.wikidata.org/entity/Q451,Succeeded
405637m,http://www.wikidata.org/entity/Q405637,Succeeded
396139m,http://www.wikidata.org/entity/Q396139,Succeeded
390003m,http://www.wikidata.org/entity/Q390003,Succeeded
398648m,http://www.wikidata.org/entity/Q398648,Succeeded
4890m,http://www.wikidata.org/entity/Q4890,Succeeded
163299m,http://www.wikidata.org/entity/Q163299,Succeeded
168737m,http://www.wikidata.org/entity/Q168737,Succeeded
167314m,http://www.wikidata.org/entity/Q167314,Succeeded
163867m,http://www.wikidata.org/entity/Q163867,Succeeded
165366m,http://www.wikidata.org/entity/Q165366,Succeeded
164502m,http://www.wikidata.org/entity/Q164502,Succeeded
510343m,http://www.wikidata.org/entity/Q510343,Succeeded
510993m,http://www.wikidata.org/entity/Q510993,Succeeded
452685m,http://www.wikidata.org/entity/Q452685,Succeeded
454019m,http://www.wikidata.org/entity/Q454019,Succeeded
452362m,http://www.wikidata.org/entity/Q452362,Succeeded
452375m,http://www.wikidata.org/entity/Q452375,Succeeded
449280m,http://www.wikidata.org/entity/Q449280,Succeeded
427979m,http://www.wikidata.org/entity/Q427979,Succeeded
421084m,http://www.wikidata.org/entity/Q421084,Succeeded
559807m,http://www.wikidata.org/entity/Q559807,Succeeded
565296m,http://www.wikidata.org/entity/Q565296,Succeeded
565125m,http://www.wikidata.org/entity/Q565125,Succeeded
561350m,http://www.wikidata.org/entity/Q561350,Succeeded
9485m,http://www.wikidata.org/entity/Q9485,Succeeded
19877m,http://www.wikidata.org/entity/Q19877,Succeeded
281903m,http://www.wikidata.org/entity/Q281903,Succeeded
280171m,http://www.wikidata.org/entity/Q280171,Succeeded
545998m,http://www.wikidata.org/entity/Q545998,Succeeded
547789m,http://www.wikidata.org/entity/Q547789,Succeeded
542932m,http://www.wikidata.org/entity/Q542932,Succeeded
304972m,http://www.wikidata.org/entity/Q846106,Succeeded
306604m,http://www.wikidata.org/entity/Q306604,Succeeded
314441m,http://www.wikidata.org/entity/Q314441,Succeeded
315644m,http://www.wikidata.org/entity/Q315644,Succeeded
314818m,http://www.wikidata.org/entity/Q314818,Succeeded
315089m,http://www.wikidata.org/entity/Q315089,Succeeded
315050m,http://www.wikidata.org/entity/Q315050,Succeeded
315889m,http://www.wikidata.org/entity/Q315889,Succeeded
186043m,http://www.wikidata.org/entity/Q186043,Succeeded
189358m,http://www.wikidata.org/entity/Q189358,Succeeded
170495m,http://www.wikidata.org/entity/Q170495,Succeeded
539095m,http://www.wikidata.org/entity/Q539095,Succeeded
540718m,http://www.wikidata.org/entity/Q540718,Succeeded
31808m,http://www.wikidata.org/entity/Q31808,Succeeded
29646m,http://www.wikidata.org/entity/Q29646,Succeeded
32776m,http://www.wikidata.org/entity/Q32776,Succeeded
41977m,http://www.wikidata.org/entity/Q41977,Succeeded
183334m,http://www.wikidata.org/entity/Q183334,Succeeded
538394m,http://www.wikidata.org/entity/Q538394,Succeeded
538183m,http://www.wikidata.org/entity/Q538183,Succeeded
535586m,http://www.wikidata.org/entity/Q535586,Succeeded
538275m,http://www.wikidata.org/entity/Q538275,Succeeded
537195m,http://www.wikidata.org/entity/Q537195,Succeeded
532996m,http://www.wikidata.org/entity/Q532996,Succeeded
534403m,http://www.wikidata.org/entity/Q534403,Succeeded
483503m,http://www.wikidata.org/entity/Q483503,Succeeded
485692m,http://www.wikidata.org/entity/Q485692,Succeeded
484899m,http://www.wikidata.org/entity/Q17507214,Succeeded
486382m,http://www.wikidata.org/entity/Q486382,Succeeded
316298m,http://www.wikidata.org/entity/Q316298,Succeeded
318577m,http://www.wikidata.org/entity/Q318577,Succeeded
317959m,http://www.wikidata.org/entity/Q317959,Succeeded
316943m,http://www.wikidata.org/entity/Q316943,Succeeded
315894m,http://www.wikidata.org/entity/Q315894,Succeeded
316137m,http://www.wikidata.org/entity/Q316137,Succeeded
525939m,http://www.wikidata.org/entity/Q525939,Succeeded
531028m,http://www.wikidata.org/entity/Q531028,Succeeded
526903m,http://www.wikidata.org/entity/Q526903,Succeeded
569019m,http://www.wikidata.org/entity/Q569019,Succeeded
569445m,http://www.wikidata.org/entity/Q569445,Succeeded
571773m,http://www.wikidata.org/entity/Q571773,Succeeded
570472m,http://www.wikidata.org/entity/Q570472,Succeeded
572230m,http://www.wikidata.org/entity/Q572230,Succeeded
458586m,http://www.wikidata.org/entity/Q458586,Succeeded
456800m,http://www.wikidata.org/entity/Q456800,Succeeded
455354m,http://www.wikidata.org/entity/Q455354,Succeeded
455706m,http://www.wikidata.org/entity/Q455706,Succeeded
6373m,http://www.wikidata.org/entity/Q6373,Succeeded
46242m,http://www.wikidata.org/entity/Q46242,Succeeded
29587m,http://www.wikidata.org/entity/Q29587,Succeeded
43282m,http://www.wikidata.org/entity/Q43282,Succeeded
45368m,http://www.wikidata.org/entity/Q45368,Succeeded
23868m,http://www.wikidata.org/entity/Q23868,Succeeded
23212m,http://www.wikidata.org/entity/Q23212,Succeeded
22625m,http://www.wikidata.org/entity/Q22625,Succeeded
371803m,http://www.wikidata.org/entity/Q371803,Succeeded
324658m,http://www.wikidata.org/entity/Q324658,Succeeded
324263m,http://www.wikidata.org/entity/Q324263,Succeeded
328036m,http://www.wikidata.org/entity/Q328036,Succeeded
361792m,http://www.wikidata.org/entity/Q361792,Succeeded
368261m,http://www.wikidata.org/entity/Q368261,Succeeded
366672m,http://www.wikidata.org/entity/Q366672,Succeeded
367631m,http://www.wikidata.org/entity/Q367631,Succeeded
593909m,http://www.wikidata.org/entity/Q593909,Succeeded
587617m,http://www.wikidata.org/entity/Q587617,Succeeded
593463m,http://www.wikidata.org/entity/Q593463,Succeeded
595422m,http://www.wikidata.org/entity/Q595422,Succeeded
595802m,http://www.wikidata.org/entity/Q595802,Succeeded
589336m,http://www.wikidata.org/entity/Q589336,Succeeded
478245m,http://www.wikidata.org/entity/Q478245,Succeeded
477728m,http://www.wikidata.org/entity/Q477728,Succeeded
474841m,http://www.wikidata.org/entity/Q474841,Succeeded
474563m,http://www.wikidata.org/entity/Q474563,Succeeded
445864m,http://www.wikidata.org/entity/Q445864,Succeeded
431431m,http://www.wikidata.org/entity/Q431431,Succeeded
447441m,http://www.wikidata.org/entity/Q447441,Succeeded
445066m,http://www.wikidata.org/entity/Q445066,Succeeded
439345m,http://www.wikidata.org/entity/Q5176234,Succeeded
190445m,http://www.wikidata.org/entity/Q190445,Succeeded
190260m,http://www.wikidata.org/entity/Q190260,Succeeded
178813m,http://www.wikidata.org/entity/Q178813,Succeeded
177174m,http://www.wikidata.org/entity/Q177174,Succeeded
177125m,http://www.wikidata.org/entity/Q177125,Succeeded
59893m,http://www.wikidata.org/entity/Q59893,Succeeded
42049m,http://www.wikidata.org/entity/Q42049,Succeeded
206101m,http://www.wikidata.org/entity/Q206101,Succeeded
206518m,http://www.wikidata.org/entity/Q206518,Succeeded
208559m,http://www.wikidata.org/entity/Q208559,Succeeded
575249m,http://www.wikidata.org/entity/Q575249,Succeeded
574723m,http://www.wikidata.org/entity/Q574723,Succeeded
464416m,http://www.wikidata.org/entity/Q464416,Succeeded
466256m,http://www.wikidata.org/entity/Q466256,Succeeded
468169m,http://www.wikidata.org/entity/Q468169,Succeeded
573676m,http://www.wikidata.org/entity/Q573676,Succeeded
573656m,http://www.wikidata.org/entity/Q573656,Succeeded
573662m,http://www.wikidata.org/entity/Q573662,Succeeded
490485m,http://www.wikidata.org/entity/Q490485,Succeeded
491197m,http://www.wikidata.org/entity/Q491197,Succeeded
495247m,http://www.wikidata.org/entity/Q495247,Succeeded
491297m,http://www.wikidata.org/entity/Q491297,Succeeded
494695m,http://www.wikidata.org/entity/Q494695,Succeeded
378012m,http://www.wikidata.org/entity/Q378012,Succeeded
372088m,http://www.wikidata.org/entity/Q372088,Succeeded
372030m,http://www.wikidata.org/entity/Q372030,Succeeded
304037m,http://www.wikidata.org/entity/Q304037,Succeeded
289034m,http://www.wikidata.org/entity/Q289034,Succeeded
301861m,http://www.wikidata.org/entity/Q301861,Succeeded
473848m,http://www.wikidata.org/entity/Q473848,Succeeded
473434m,http://www.wikidata.org/entity/Q473434,Succeeded
468496m,http://www.wikidata.org/entity/Q468496,Succeeded
623612m,http://www.wikidata.org/entity/Q623612,Succeeded
598975m,http://www.wikidata.org/entity/Q598975,Succeeded
597227m,http://www.wikidata.org/entity/Q597227,Succeeded
597318m,http://www.wikidata.org/entity/Q597318,Succeeded
601223m,http://www.wikidata.org/entity/Q601223,Succeeded
499306m,http://www.wikidata.org/entity/Q499306,Succeeded
499902m,http://www.wikidata.org/entity/Q499902,Succeeded
499234m,http://www.wikidata.org/entity/Q499234,Succeeded
333923m,http://www.wikidata.org/entity/Q333923,Succeeded
331488m,http://www.wikidata.org/entity/Q331488,Succeeded
328452m,http://www.wikidata.org/entity/Q328452,Succeeded
333906m,http://www.wikidata.org/entity/Q333906,Succeeded
334274m,http://www.wikidata.org/entity/Q334274,Succeeded
622890m,http://www.wikidata.org/entity/Q622890,Succeeded
622913m,http://www.wikidata.org/entity/Q622913,Succeeded
623558m,http://www.wikidata.org/entity/Q623558,Succeeded
505617m,http://www.wikidata.org/entity/Q505617,Succeeded
690288m,http://www.wikidata.org/entity/Q690288,Succeeded
586045m,http://www.wikidata.org/entity/Q586045,Succeeded
583055m,http://www.wikidata.org/entity/Q583055,Succeeded
578060m,http://www.wikidata.org/entity/Q578060,Succeeded
321337m,http://www.wikidata.org/entity/Q321337,Succeeded
321088m,http://www.wikidata.org/entity/Q321088,Succeeded
321229m,http://www.wikidata.org/entity/Q321229,Succeeded
689389m,http://www.wikidata.org/entity/Q689389,Succeeded
688335m,http://www.wikidata.org/entity/Q688335,Succeeded
688639m,http://www.wikidata.org/entity/Q688639,Succeeded
318809m,http://www.wikidata.org/entity/Q318809,Succeeded
318614m,http://www.wikidata.org/entity/Q318614,Succeeded
320907m,http://www.wikidata.org/entity/Q573732,Succeeded
320780m,http://www.wikidata.org/entity/Q320780,Succeeded
196954m,http://www.wikidata.org/entity/Q196970,Succeeded
196982m,http://www.wikidata.org/entity/Q196982,Succeeded
194626m,http://www.wikidata.org/entity/Q194626,Succeeded
195019m,http://www.wikidata.org/entity/Q195019,Succeeded
191189m,http://www.wikidata.org/entity/Q191189,Succeeded
191427m,http://www.wikidata.org/entity/Q191427,Succeeded
190497m,http://www.wikidata.org/entity/Q190497,Succeeded
191739m,http://www.wikidata.org/entity/Q191739,Succeeded
191399m,http://www.wikidata.org/entity/Q191399,Succeeded
50906m,http://www.wikidata.org/entity/Q50906,Succeeded
63465m,http://www.wikidata.org/entity/Q63465,Succeeded
212065m,http://www.wikidata.org/entity/Q212065,Succeeded
211262m,http://www.wikidata.org/entity/Q211262,Succeeded
604953m,http://www.wikidata.org/entity/Q604953,Succeeded
609167m,http://www.wikidata.org/entity/Q609167,Succeeded
608318m,http://www.wikidata.org/entity/Q608318,Succeeded
612662m,http://www.wikidata.org/entity/Q612662,Succeeded
607126m,http://www.wikidata.org/entity/Q607126,Succeeded
205072m,http://www.wikidata.org/entity/Q205072,Succeeded
203864m,http://www.wikidata.org/entity/Q203864,Succeeded
204129m,http://www.wikidata.org/entity/Q204129,Succeeded
251672m,http://www.wikidata.org/entity/Q251672,Succeeded
253241m,http://www.wikidata.org/entity/Q253241,Succeeded
253430m,http://www.wikidata.org/entity/Q253430,Succeeded
131631m,http://www.wikidata.org/entity/Q131631,Succeeded
681497m,http://www.wikidata.org/entity/Q681497,Succeeded
681948m,http://www.wikidata.org/entity/Q681948,Succeeded
682173m,http://www.wikidata.org/entity/Q682173,Succeeded
680425m,http://www.wikidata.org/entity/Q680425,Succeeded
681327m,http://www.wikidata.org/entity/Q681327,Succeeded
630922m,http://www.wikidata.org/entity/Q630922,Succeeded
629197m,http://www.wikidata.org/entity/Q629197,Succeeded
626736m,http://www.wikidata.org/entity/Q626736,Succeeded
630745m,http://www.wikidata.org/entity/Q630745,Succeeded
626115m,http://www.wikidata.org/entity/Q1139682,Succeeded
625749m,http://www.wikidata.org/entity/Q625749,Succeeded
630822m,http://www.wikidata.org/entity/Q630822,Succeeded
625781m,http://www.wikidata.org/entity/Q625781,Succeeded
630433m,http://www.wikidata.org/entity/Q630433,Succeeded
1346863m,http://www.wikidata.org/entity/Q1346863,Succeeded
1345886m,http://www.wikidata.org/entity/Q1345886,Succeeded
1346784m,http://www.wikidata.org/entity/Q1346784,Succeeded
91274m,http://www.wikidata.org/entity/Q91274,Succeeded
93466m,http://www.wikidata.org/entity/Q93466,Succeeded
340128m,http://www.wikidata.org/entity/Q449510,Succeeded
338367m,http://www.wikidata.org/entity/Q338367,Succeeded
1351391m,http://www.wikidata.org/entity/Q1351391,Succeeded
125748m,http://www.wikidata.org/entity/Q125748,Succeeded
114597m,http://www.wikidata.org/entity/Q438026,Succeeded
125589m,http://www.wikidata.org/entity/Q125589,Succeeded
116939m,http://www.wikidata.org/entity/Q116939,Succeeded
696851m,http://www.wikidata.org/entity/Q696851,Succeeded
227602m,http://www.wikidata.org/entity/Q227602,Succeeded
226103m,http://www.wikidata.org/entity/Q226103,Succeeded
700709m,http://www.wikidata.org/entity/Q700709,Succeeded
702661m,http://www.wikidata.org/entity/Q702661,Succeeded
702726m,http://www.wikidata.org/entity/Q592116,Succeeded
694490m,http://www.wikidata.org/entity/Q694490,Succeeded
694810m,http://www.wikidata.org/entity/Q694810,Succeeded
696790m,http://www.wikidata.org/entity/Q696790,Succeeded
693042m,http://www.wikidata.org/entity/Q693042,Succeeded
696262m,http://www.wikidata.org/entity/Q696262,Succeeded
201001m,http://www.wikidata.org/entity/Q201001,Succeeded
201902m,http://www.wikidata.org/entity/Q201902,Succeeded
90801m,http://www.wikidata.org/entity/Q90801,Succeeded
74136m,http://www.wikidata.org/entity/Q74136,Succeeded
81650m,http://www.wikidata.org/entity/Q81650,Succeeded
82108m,http://www.wikidata.org/entity/Q82108,Succeeded
151545m,http://www.wikidata.org/entity/Q151545,Succeeded
151195m,http://www.wikidata.org/entity/Q151195,Succeeded
136893m,http://www.wikidata.org/entity/Q136893,Succeeded
1381516m,http://www.wikidata.org/entity/Q1381516,Succeeded
1382154m,http://www.wikidata.org/entity/Q1534095,Succeeded
385745m,http://www.wikidata.org/entity/Q385745,Succeeded
385428m,http://www.wikidata.org/entity/Q385428,Succeeded
385567m,http://www.wikidata.org/entity/Q385567,Succeeded
637119m,http://www.wikidata.org/entity/Q637119,Succeeded
637237m,http://www.wikidata.org/entity/Q637187,Succeeded
637053m,http://www.wikidata.org/entity/Q637053,Succeeded
638272m,http://www.wikidata.org/entity/Q638272,Succeeded
697003m,http://www.wikidata.org/entity/Q697003,Succeeded
697086m,http://www.wikidata.org/entity/Q697086,Succeeded
697030m,http://www.wikidata.org/entity/Q697030,Succeeded
697145m,http://www.wikidata.org/entity/Q697145,Succeeded
697766m,http://www.wikidata.org/entity/Q697766,Succeeded
666713m,http://www.wikidata.org/entity/Q666713,Succeeded
667858m,http://www.wikidata.org/entity/Q667858,Succeeded
660598m,http://www.wikidata.org/entity/Q660598,Succeeded
665556m,http://www.wikidata.org/entity/Q665556,Succeeded
388667m,http://www.wikidata.org/entity/Q388667,Succeeded
387667m,http://www.wikidata.org/entity/Q387667,Succeeded
388902m,http://www.wikidata.org/entity/Q388902,Succeeded
387292m,http://www.wikidata.org/entity/Q387292,Succeeded
636978m,http://www.wikidata.org/entity/Q636978,Succeeded
636888m,http://www.wikidata.org/entity/Q636888,Succeeded
637009m,http://www.wikidata.org/entity/Q637009,Succeeded
636876m,http://www.wikidata.org/entity/Q636876,Succeeded
238990m,http://www.wikidata.org/entity/Q238990,Succeeded
157298m,http://www.wikidata.org/entity/Q157298,Succeeded
635519m,http://www.wikidata.org/entity/Q635519,Succeeded
631349m,http://www.wikidata.org/entity/Q631349,Succeeded
1386963m,http://www.wikidata.org/entity/Q1386963,Succeeded
223373m,http://www.wikidata.org/entity/Q223373,Succeeded
220583m,http://www.wikidata.org/entity/Q220583,Succeeded
1393952m,http://www.wikidata.org/entity/Q1393952,Succeeded
1393304m,http://www.wikidata.org/entity/Q1393304,Succeeded
389845m,http://www.wikidata.org/entity/Q389845,Succeeded
623662m,http://www.wikidata.org/entity/Q623662,Succeeded
624008m,http://www.wikidata.org/entity/Q624008,Succeeded
624285m,http://www.wikidata.org/entity/Q624285,Succeeded
154996m,http://www.wikidata.org/entity/Q154996,Succeeded
156316m,http://www.wikidata.org/entity/Q156316,Succeeded
157316m,http://www.wikidata.org/entity/Q157316,Succeeded
713922m,http://www.wikidata.org/entity/Q713922,Succeeded
712278m,http://www.wikidata.org/entity/Q712278,Succeeded
713124m,http://www.wikidata.org/entity/Q713124,Succeeded
615930m,http://www.wikidata.org/entity/Q615930,Succeeded
616017m,http://www.wikidata.org/entity/Q616017,Succeeded
743881m,http://www.wikidata.org/entity/Q743881,Succeeded
746991m,http://www.wikidata.org/entity/Q746991,Succeeded
745350m,http://www.wikidata.org/entity/Q745350,Succeeded
774128m,http://www.wikidata.org/entity/Q774128,Succeeded
771841m,http://www.wikidata.org/entity/Q771841,Succeeded
260913m,http://www.wikidata.org/entity/Q260913,Succeeded
261012m,http://www.wikidata.org/entity/Q261012,Succeeded
259897m,http://www.wikidata.org/entity/Q259897,Succeeded
259242m,http://www.wikidata.org/entity/Q259242,Succeeded
749556m,http://www.wikidata.org/entity/Q749556,Succeeded
750444m,http://www.wikidata.org/entity/Q750444,Succeeded
1398802m,http://www.wikidata.org/entity/Q1398802,Succeeded
1395892m,http://www.wikidata.org/entity/Q1395892,Succeeded
1396264m,http://www.wikidata.org/entity/Q1396264,Succeeded
1401968m,http://www.wikidata.org/entity/Q1401968,Succeeded
644464m,http://www.wikidata.org/entity/Q644464,Succeeded
648080m,http://www.wikidata.org/entity/Q648080,Succeeded
505873m,http://www.wikidata.org/entity/Q505873,Succeeded
685910m,http://www.wikidata.org/entity/Q685910,Succeeded
682917m,http://www.wikidata.org/entity/Q26962108,Succeeded
686787m,http://www.wikidata.org/entity/Q686787,Succeeded
685524m,http://www.wikidata.org/entity/Q685524,Succeeded
841506m,http://www.wikidata.org/entity/Q841506,Succeeded
657629m,http://www.wikidata.org/entity/Q657629,Succeeded
660082m,http://www.wikidata.org/entity/Q660082,Succeeded
700208m,http://www.wikidata.org/entity/Q700208,Succeeded
699474m,http://www.wikidata.org/entity/Q699474,Succeeded
699943m,http://www.wikidata.org/entity/Q699943,Succeeded
698689m,http://www.wikidata.org/entity/Q698689,Succeeded
1356352m,http://www.wikidata.org/entity/Q1356352,Succeeded
1352684m,http://www.wikidata.org/entity/Q1352684,Succeeded
1356004m,http://www.wikidata.org/entity/Q1356004,Succeeded
1353869m,http://www.wikidata.org/entity/Q1353869,Succeeded
705848m,http://www.wikidata.org/entity/Q705848,Succeeded
707407m,http://www.wikidata.org/entity/Q707407,Succeeded
826149m,http://www.wikidata.org/entity/Q826149,Succeeded
824477m,http://www.wikidata.org/entity/Q824477,Succeeded
822101m,http://www.wikidata.org/entity/Q510993,Succeeded
