17,http://www.wikidata.org/entity/Q17
16,http://www.wikidata.org/entity/Q16
29,http://www.wikidata.org/entity/Q29
20,http://www.wikidata.org/entity/Q20
28,http://www.wikidata.org/entity/Q28
35,http://www.wikidata.org/entity/Q35
32,http://www.wikidata.org/entity/Q32
33,http://www.wikidata.org/entity/Q33
43,http://www.wikidata.org/entity/Q43
31,http://www.wikidata.org/entity/Q31
34,http://www.wikidata.org/entity/Q34
36,http://www.wikidata.org/entity/Q36
114,http://www.wikidata.org/entity/Q114
115,http://www.wikidata.org/entity/Q115
37,http://www.wikidata.org/entity/Q37
38,http://www.wikidata.org/entity/Q38
39,http://www.wikidata.org/entity/Q39
189,http://www.wikidata.org/entity/Q189
117,http://www.wikidata.org/entity/Q117
45,http://www.wikidata.org/entity/Q45
40,http://www.wikidata.org/entity/Q40
213,http://www.wikidata.org/entity/Q213
191,http://www.wikidata.org/entity/Q191
215,http://www.wikidata.org/entity/Q215
55,http://www.wikidata.org/entity/Q55
218,http://www.wikidata.org/entity/Q218
77,http://www.wikidata.org/entity/Q77
219,http://www.wikidata.org/entity/Q219
221,http://www.wikidata.org/entity/Q221
79,http://www.wikidata.org/entity/Q79
96,http://www.wikidata.org/entity/Q96
142,http://www.wikidata.org/entity/Q142
232,http://www.wikidata.org/entity/Q232
145,http://www.wikidata.org/entity/Q145
238,http://www.wikidata.org/entity/Q238
155,http://www.wikidata.org/entity/Q155
244,http://www.wikidata.org/entity/Q244
258,http://www.wikidata.org/entity/Q258
334,http://www.wikidata.org/entity/Q334
183,http://www.wikidata.org/entity/Q183
159,http://www.wikidata.org/entity/Q159
423,http://www.wikidata.org/entity/Q423
184,http://www.wikidata.org/entity/Q184
424,http://www.wikidata.org/entity/Q424
657,http://www.wikidata.org/entity/Q657
672,http://www.wikidata.org/entity/Q672
211,http://www.wikidata.org/entity/Q211
212,http://www.wikidata.org/entity/Q212
214,http://www.wikidata.org/entity/Q214
685,http://www.wikidata.org/entity/Q685
683,http://www.wikidata.org/entity/Q683
691,http://www.wikidata.org/entity/Q691
217,http://www.wikidata.org/entity/Q217
697,http://www.wikidata.org/entity/Q697
222,http://www.wikidata.org/entity/Q222
709,http://www.wikidata.org/entity/Q709
712,http://www.wikidata.org/entity/Q712
224,http://www.wikidata.org/entity/Q224
730,http://www.wikidata.org/entity/Q730
733,http://www.wikidata.org/entity/Q733
227,http://www.wikidata.org/entity/Q227
734,http://www.wikidata.org/entity/Q734
736,http://www.wikidata.org/entity/Q736
739,http://www.wikidata.org/entity/Q739
228,http://www.wikidata.org/entity/Q228
233,http://www.wikidata.org/entity/Q233
235,http://www.wikidata.org/entity/Q235
774,http://www.wikidata.org/entity/Q774
766,http://www.wikidata.org/entity/Q766
236,http://www.wikidata.org/entity/Q236
241,http://www.wikidata.org/entity/Q241
792,http://www.wikidata.org/entity/Q792
252,http://www.wikidata.org/entity/Q252
796,http://www.wikidata.org/entity/Q796
810,http://www.wikidata.org/entity/Q810
811,http://www.wikidata.org/entity/Q811
262,http://www.wikidata.org/entity/Q262
265,http://www.wikidata.org/entity/Q265
813,http://www.wikidata.org/entity/Q813
817,http://www.wikidata.org/entity/Q817
298,http://www.wikidata.org/entity/Q298
826,http://www.wikidata.org/entity/Q826
347,http://www.wikidata.org/entity/Q347
833,http://www.wikidata.org/entity/Q833
836,http://www.wikidata.org/entity/Q836
398,http://www.wikidata.org/entity/Q398
837,http://www.wikidata.org/entity/Q837
399,http://www.wikidata.org/entity/Q399
843,http://www.wikidata.org/entity/Q843
403,http://www.wikidata.org/entity/Q403
851,http://www.wikidata.org/entity/Q851
874,http://www.wikidata.org/entity/Q874
854,http://www.wikidata.org/entity/Q854
408,http://www.wikidata.org/entity/Q408
881,http://www.wikidata.org/entity/Q881
917,http://www.wikidata.org/entity/Q917
574,http://www.wikidata.org/entity/Q574
419,http://www.wikidata.org/entity/Q419
921,http://www.wikidata.org/entity/Q921
414,http://www.wikidata.org/entity/Q414
924,http://www.wikidata.org/entity/Q924
664,http://www.wikidata.org/entity/Q664
928,http://www.wikidata.org/entity/Q928
948,http://www.wikidata.org/entity/Q948
668,http://www.wikidata.org/entity/Q668
686,http://www.wikidata.org/entity/Q686
953,http://www.wikidata.org/entity/Q953
710,http://www.wikidata.org/entity/Q710
958,http://www.wikidata.org/entity/Q958
963,http://www.wikidata.org/entity/Q963
711,http://www.wikidata.org/entity/Q711
717,http://www.wikidata.org/entity/Q717
965,http://www.wikidata.org/entity/Q965
750,http://www.wikidata.org/entity/Q750
967,http://www.wikidata.org/entity/Q967
983,http://www.wikidata.org/entity/Q983
1006,http://www.wikidata.org/entity/Q1006
760,http://www.wikidata.org/entity/Q760
1008,http://www.wikidata.org/entity/Q1008
769,http://www.wikidata.org/entity/Q769
1009,http://www.wikidata.org/entity/Q1009
1011,http://www.wikidata.org/entity/Q1011
1013,http://www.wikidata.org/entity/Q1013
783,http://www.wikidata.org/entity/Q783
1020,http://www.wikidata.org/entity/Q1020
1025,http://www.wikidata.org/entity/Q1025
784,http://www.wikidata.org/entity/Q784
786,http://www.wikidata.org/entity/Q786
790,http://www.wikidata.org/entity/Q790
1027,http://www.wikidata.org/entity/Q1027
800,http://www.wikidata.org/entity/Q800
1036,http://www.wikidata.org/entity/Q1036
1030,http://www.wikidata.org/entity/Q1030
794,http://www.wikidata.org/entity/Q794
1037,http://www.wikidata.org/entity/Q1037
801,http://www.wikidata.org/entity/Q801
1041,http://www.wikidata.org/entity/Q1041
804,http://www.wikidata.org/entity/Q804
1045,http://www.wikidata.org/entity/Q1045
805,http://www.wikidata.org/entity/Q805
1050,http://www.wikidata.org/entity/Q1050
842,http://www.wikidata.org/entity/Q842
819,http://www.wikidata.org/entity/Q819
846,http://www.wikidata.org/entity/Q846
858,http://www.wikidata.org/entity/Q858
869,http://www.wikidata.org/entity/Q869
878,http://www.wikidata.org/entity/Q878
884,http://www.wikidata.org/entity/Q884
889,http://www.wikidata.org/entity/Q889
902,http://www.wikidata.org/entity/Q902
912,http://www.wikidata.org/entity/Q912
916,http://www.wikidata.org/entity/Q916
929,http://www.wikidata.org/entity/Q929
945,http://www.wikidata.org/entity/Q945
962,http://www.wikidata.org/entity/Q962
970,http://www.wikidata.org/entity/Q970
977,http://www.wikidata.org/entity/Q977
986,http://www.wikidata.org/entity/Q986
1000,http://www.wikidata.org/entity/Q1000
1007,http://www.wikidata.org/entity/Q1007
1014,http://www.wikidata.org/entity/Q1014
1016,http://www.wikidata.org/entity/Q1016
1032,http://www.wikidata.org/entity/Q1032
1033,http://www.wikidata.org/entity/Q1033
1042,http://www.wikidata.org/entity/Q1042
1044,http://www.wikidata.org/entity/Q1044
1049,http://www.wikidata.org/entity/Q1049
22890,http://www.wikidata.org/entity/Q22890
