5351073h,http://www.wikidata.org/entity/Q5351073
12495h,http://www.wikidata.org/entity/Q12495
18547h,http://www.wikidata.org/entity/Q18547
5764722h,http://www.wikidata.org/entity/Q5764722
25247913h,http://www.wikidata.org/entity/Q5152499
24971211h,http://www.wikidata.org/entity/Q24971211
550379h,http://www.wikidata.org/entity/Q550379
569978h,http://www.wikidata.org/entity/Q569978
587108h,http://www.wikidata.org/entity/Q587108
5637110h,http://www.wikidata.org/entity/Q5637110
5602124h,http://www.wikidata.org/entity/Q5602124
5764648h,http://www.wikidata.org/entity/Q5764648
5545989h,http://www.wikidata.org/entity/Q5545987
5594662h,http://www.wikidata.org/entity/Q5594662
5472026h,http://www.wikidata.org/entity/Q5472026
5764519h,http://www.wikidata.org/entity/Q5764519
5764570h,http://www.wikidata.org/entity/Q5764570
5764576h,http://www.wikidata.org/entity/Q5764576
240711h,http://www.wikidata.org/entity/Q240711
220141h,http://www.wikidata.org/entity/Q220141
264203h,http://www.wikidata.org/entity/Q264203
264858h,http://www.wikidata.org/entity/Q264858
1795050h,http://www.wikidata.org/entity/Q1795050
2135814h,http://www.wikidata.org/entity/Q2135814
2110681h,http://www.wikidata.org/entity/Q15125469
1874734h,http://www.wikidata.org/entity/Q1874734
1682221h,http://www.wikidata.org/entity/Q1682221
2048307h,http://www.wikidata.org/entity/Q2048307
1743514h,http://www.wikidata.org/entity/Q1743514
19564041h,http://www.wikidata.org/entity/Q19564041
23640921h,http://www.wikidata.org/entity/Q23640921
24693404h,http://www.wikidata.org/entity/Q24693404
19817552h,http://www.wikidata.org/entity/Q19817552
21504226h,http://www.wikidata.org/entity/Q21504226
20075891h,http://www.wikidata.org/entity/Q20075891
19864040h,http://www.wikidata.org/entity/Q456685
28184310h,http://www.wikidata.org/entity/Q28184310
28184307h,http://www.wikidata.org/entity/Q28184307
26546731h,http://www.wikidata.org/entity/Q38251423
6109260h,http://www.wikidata.org/entity/Q6109260
6109264h,http://www.wikidata.org/entity/Q6109264
6108856h,http://www.wikidata.org/entity/Q6108856
2908788h,http://www.wikidata.org/entity/Q2908788
2971063h,http://www.wikidata.org/entity/Q2971063
3037053h,http://www.wikidata.org/entity/Q3037053
2935180h,http://www.wikidata.org/entity/Q2935180
2928530h,http://www.wikidata.org/entity/Q2928530
5911415h,http://www.wikidata.org/entity/Q5911415
5872085h,http://www.wikidata.org/entity/Q5872085
5952911h,http://www.wikidata.org/entity/Q5952911
5911169h,http://www.wikidata.org/entity/Q5911169
2416198h,http://www.wikidata.org/entity/Q2416198
2837946h,http://www.wikidata.org/entity/Q2837946
2461831h,http://www.wikidata.org/entity/Q2461831
2297323h,http://www.wikidata.org/entity/Q2297323
2363048h,http://www.wikidata.org/entity/Q2363048
2258969h,http://www.wikidata.org/entity/Q2258969
2648096h,http://www.wikidata.org/entity/Q2648096
691491h,http://www.wikidata.org/entity/Q691491
731089h,http://www.wikidata.org/entity/Q731089
737602h,http://www.wikidata.org/entity/Q737602
696927h,http://www.wikidata.org/entity/Q696927
713960h,http://www.wikidata.org/entity/Q713960
168575h,http://www.wikidata.org/entity/Q168575
189476h,http://www.wikidata.org/entity/Q189476
145361h,http://www.wikidata.org/entity/Q145361
15978898h,http://www.wikidata.org/entity/Q15978898
14705265h,http://www.wikidata.org/entity/Q14705265
12072758h,http://www.wikidata.org/entity/Q12072758
14693298h,http://www.wikidata.org/entity/Q17019762
15909474h,http://www.wikidata.org/entity/Q15909474
14689609h,http://www.wikidata.org/entity/Q6117167
15228738h,http://www.wikidata.org/entity/Q15228738
13529180h,http://www.wikidata.org/entity/Q13529180
3699364h,http://www.wikidata.org/entity/Q3699364
4261384h,http://www.wikidata.org/entity/Q4261384
4793581h,http://www.wikidata.org/entity/Q4793581
4792351h,http://www.wikidata.org/entity/Q4792350
4260261h,http://www.wikidata.org/entity/Q4260261
4272608h,http://www.wikidata.org/entity/Q4272608
4806513h,http://www.wikidata.org/entity/Q4806513
4479814h,http://www.wikidata.org/entity/Q4479814
4272804h,http://www.wikidata.org/entity/Q4272804
4261513h,http://www.wikidata.org/entity/Q5594404
4040675h,http://www.wikidata.org/entity/Q4040675
7988923h,http://www.wikidata.org/entity/Q7988923
7988926h,http://www.wikidata.org/entity/Q7988926
280910h,http://www.wikidata.org/entity/Q280910
306000h,http://www.wikidata.org/entity/Q306000
280339h,http://www.wikidata.org/entity/Q280339
510121h,http://www.wikidata.org/entity/Q510121
4949600h,http://www.wikidata.org/entity/Q4949600
4979998h,http://www.wikidata.org/entity/Q4979998
4841991h,http://www.wikidata.org/entity/Q4841991
